title,year,genres,description,language,poster_url,combined
Apocalypto,2006,"Action,Adventure,Drama","As the Mayan kingdom faces its decline, the rulers insist the key to prosperity is to build more temples and offer human sacrifices. Jaguar Paw, a young man captured for sacrifice, flees to avoid his fate.",,https://image.tmdb.org/t/p/w500/cRY25Q32kDNPFDkFkxAs6bgCq3L.jpg,"Apocalypto As the Mayan kingdom faces its decline, the rulers insist the key to prosperity is to build more temples and offer human sacrifices. Jaguar Paw, a young man captured for sacrifice, flees to avoid his fate. Action,Adventure,Drama"
Argo,2012,"Biography,Drama,History","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1980.",,https://image.tmdb.org/t/p/w500/m5gPWFZFIp4UJFABgWyLkbXv8GX.jpg,"Argo Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1980. Biography,Drama,History"
Arrival,2016,"Drama,Mystery,Sci-Fi","When twelve mysterious spacecraft appear around the world, linguistics professor Louise Banks is tasked with interpreting the language of the apparent alien visitors.",,https://image.tmdb.org/t/p/w500/pEzNVQfdzYDzVK0XqxERIw2x2se.jpg,"Arrival When twelve mysterious spacecraft appear around the world, linguistics professor Louise Banks is tasked with interpreting the language of the apparent alien visitors. Drama,Mystery,Sci-Fi"
Assassin's Creed,2016,"Action,Adventure,Drama","When Callum Lynch explores the memories of his ancestor Aguilar and gains the skills of a Master Assassin, he discovers he is a descendant of the secret Assassins society.",,https://image.tmdb.org/t/p/w500/kDXewoEcvbn0pUvJ8W3vfkuWgHw.jpg,"Assassin's Creed When Callum Lynch explores the memories of his ancestor Aguilar and gains the skills of a Master Assassin, he discovers he is a descendant of the secret Assassins society. Action,Adventure,Drama"
Atonement,2007,"Drama,Mystery,Romance","Fledgling writer Briony Tallis, as a thirteen-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",,https://image.tmdb.org/t/p/w500/hMRIyBjPzxaSXWM06se3OcNjIQa.jpg,"Atonement Fledgling writer Briony Tallis, as a thirteen-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit. Drama,Mystery,Romance"
August Rush,2007,"Drama,Music","A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.",,https://image.tmdb.org/t/p/w500/oA6ZeICPINiS6YtD5WZeBaGVmuT.jpg,"August Rush A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents. Drama,Music"
Australia,2008,"Adventure,Drama,Romance","Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.",,https://image.tmdb.org/t/p/w500/tFQpccGMTWe24eWxK5U9rb7tK3M.jpg,"Australia Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand. Adventure,Drama,Romance"
Avatar,2009,"Action,Adventure,Fantasy",A paraplegic marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,,https://image.tmdb.org/t/p/w500/gKY6q7SjCkAU6FqvqWybDYgUKIF.jpg,"Avatar A paraplegic marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home. Action,Adventure,Fantasy"
Avengers: Age of Ultron,2015,"Action,Adventure,Sci-Fi","When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",,https://image.tmdb.org/t/p/w500/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,"Avengers: Age of Ultron When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan. Action,Adventure,Sci-Fi"
Baahubali,2015,"Action, Fantasy",A prince rises to reclaim his kingdom.,Hindi,https://image.tmdb.org/t/p/w342/9BAjt8nSSms62uOVYn1t3C3dVto.jpg,"Baahubali A prince rises to reclaim his kingdom. Action, Fantasy"
Baahubali 2,2017,"Action, Fantasy",The conclusion of the Baahubali saga.,Hindi,https://image.tmdb.org/t/p/w342/xQ22LOWSkClP3maYhR9nZH0dnWM.jpg,"Baahubali 2 The conclusion of the Baahubali saga. Action, Fantasy"
Babel,2006,Drama,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",,https://image.tmdb.org/t/p/w500/bZByZbvU7u14WjoUJERqCRW9saN.jpg,"Babel Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families. Drama"
Bacalaureat,2016,"Crime,Drama",A film about compromises and the implications of the parent's role.,,https://image.tmdb.org/t/p/w500/FLocEtNx189qFvqRpaYArNK8w2.jpg,"Bacalaureat A film about compromises and the implications of the parent's role. Crime,Drama"
Bad Moms,2016,Comedy,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence.",,https://image.tmdb.org/t/p/w500/u9q10ljhkLj0tNCjlVqe3DCjoU4.jpg,"Bad Moms When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence. Comedy"
Bahubali: The Beginning,2015,"Action,Adventure,Drama","In ancient India, an adventurous and daring man becomes involved in a decades old feud between two warring people.",,https://image.tmdb.org/t/p/w500/9BAjt8nSSms62uOVYn1t3C3dVto.jpg,"Bahubali: The Beginning In ancient India, an adventurous and daring man becomes involved in a decades old feud between two warring people. Action,Adventure,Drama"
Bajrangi Bhaijaan,2015,"Drama, Adventure",A devotee helps a lost girl return to Pakistan.,Hindi,https://image.tmdb.org/t/p/w342/vhlliI7HZZlWfo5d6CiyfBAGLrW.jpg,"Bajrangi Bhaijaan A devotee helps a lost girl return to Pakistan. Drama, Adventure"
Ballerina,2016,"Animation,Adventure,Comedy","An orphan girl dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house.",,https://image.tmdb.org/t/p/w500/qBxMhcmNnFniuDAZTKEHcSgKtsn.jpg,"Ballerina An orphan girl dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house. Animation,Adventure,Comedy"
Bang Bang,2014,"Action, Thriller",A spy embarks on a deadly mission.,Hindi,https://image.tmdb.org/t/p/w342/6ukTOJ3VNqrR0un8nolKoIlgn1V.jpg,"Bang Bang A spy embarks on a deadly mission. Action, Thriller"
Barbershop: The Next Cut,2016,"Comedy,Drama","As their surrounding community has taken a turn for the worse, the crew at Calvin's Barbershop come together to bring some much needed change to their neighborhood.",,https://image.tmdb.org/t/p/w500/9mwzidlGgWfr2hcMWUKM86lOqdo.jpg,"Barbershop: The Next Cut As their surrounding community has taken a turn for the worse, the crew at Calvin's Barbershop come together to bring some much needed change to their neighborhood. Comedy,Drama"
Barfi!,2012,"Comedy, Drama",A mute boy forms deep connections despite challenges.,Hindi,https://image.tmdb.org/t/p/w342/5cJIx2zKjDoUtPSliou23xsReb1.jpg,"Barfi! A mute boy forms deep connections despite challenges. Comedy, Drama"
Bastille Day,2016,"Action,Crime,Drama",A young con artist and an unruly CIA agent embark on an anti-terrorist mission in France.,,https://image.tmdb.org/t/p/w500/lTby7l0zX7xG8Pt0eNrWBrNzdqX.jpg,"Bastille Day A young con artist and an unruly CIA agent embark on an anti-terrorist mission in France. Action,Crime,Drama"
Batman v Superman: Dawn of Justice,2016,"Action,Adventure,Sci-Fi","Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.",,https://image.tmdb.org/t/p/w500/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,"Batman v Superman: Dawn of Justice Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs. Action,Adventure,Sci-Fi"
Battleship,2012,"Action,Adventure,Sci-Fi",A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.,,https://image.tmdb.org/t/p/w500/9b0Im7SfedHiajTwzSL9zGyBI7M.jpg,"Battleship A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals. Action,Adventure,Sci-Fi"
Beautiful Creatures,2013,"Drama,Fantasy,Romance","Ethan longs to escape his small Southern town. He meets a mysterious new girl, Lena. Together, they uncover dark secrets about their respective families, their history and their town.",,https://image.tmdb.org/t/p/w500/t7PWQHpJHb2ozALCfaPaC5aHxBs.jpg,"Beautiful Creatures Ethan longs to escape his small Southern town. He meets a mysterious new girl, Lena. Together, they uncover dark secrets about their respective families, their history and their town. Drama,Fantasy,Romance"
Before I Wake,2016,"Drama,Fantasy,Horror",A young couple adopt an orphaned child whose dreams - and nightmares - manifest physically as he sleeps.,,https://image.tmdb.org/t/p/w500/sI9neTbF3ECdpf2MpC88EMGJH13.jpg,"Before I Wake A young couple adopt an orphaned child whose dreams - and nightmares - manifest physically as he sleeps. Drama,Fantasy,Horror"
Before We Go,2014,"Comedy,Drama,Romance",Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.,,https://image.tmdb.org/t/p/w500/qBnkNKjbJV0E8GvEPidBS1nIRWD.jpg,"Before We Go Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives. Comedy,Drama,Romance"
Begin Again,2013,"Drama,Music",A chance encounter between a disgraced music-business executive and a young singer-songwriter new to Manhattan turns into a promising collaboration between the two talents.,,https://image.tmdb.org/t/p/w500/qx4HXHXt528hS4rwePZbZo20xqZ.jpg,"Begin Again A chance encounter between a disgraced music-business executive and a young singer-songwriter new to Manhattan turns into a promising collaboration between the two talents. Drama,Music"
Below Her Mouth,2016,Drama,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,,https://image.tmdb.org/t/p/w500/tPhBftWySbanfEialbsUzOuccgN.jpg,Below Her Mouth An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever. Drama
Ben-Hur,2016,"Action,Adventure,Drama","Judah Ben-Hur, a prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redemption.",,https://image.tmdb.org/t/p/w500/c9CoGrBA5yw8A7YBMz0hGzfzpNq.jpg,"Ben-Hur Judah Ben-Hur, a prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redemption. Action,Adventure,Drama"
Beowulf,2007,"Animation,Action,Adventure","The warrior Beowulf must fight and defeat the monster Grendel who is terrorizing Denmark, and later, Grendel's mother, who begins killing out of revenge.",,https://image.tmdb.org/t/p/w500/7QsWYyJAV97N9jOh21pdRIqJeJq.jpg,"Beowulf The warrior Beowulf must fight and defeat the monster Grendel who is terrorizing Denmark, and later, Grendel's mother, who begins killing out of revenge. Animation,Action,Adventure"
Beyond the Gates,2016,"Adventure,Horror",Two estranged brothers reunite at their missing father's video store and find a VCR board game dubbed 'Beyond The Gates' that holds a connection to their father's disappearance.,,https://image.tmdb.org/t/p/w500/44PPliIILbsM6IedGw3o6ipC17q.jpg,"Beyond the Gates Two estranged brothers reunite at their missing father's video store and find a VCR board game dubbed 'Beyond The Gates' that holds a connection to their father's disappearance. Adventure,Horror"
Big Hero 6,2014,"Animation,Action,Adventure","The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",,https://image.tmdb.org/t/p/w500/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,"Big Hero 6 The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes. Animation,Action,Adventure"
Billy Lynn's Long Halftime Walk,2016,"Drama,War",19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad - contrasting the realities of war with America's perceptions.,,https://image.tmdb.org/t/p/w500/vblJ5cTqZKg3DSyN1z8JxTUyf2Y.jpg,"Billy Lynn's Long Halftime Walk 19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad - contrasting the realities of war with America's perceptions. Drama,War"
Birdman or (The Unexpected Virtue of Ignorance),2014,"Comedy,Drama,Romance","Illustrated upon the progress of his latest Broadway play, a former popular actor's struggle to cope with his current life as a wasted actor is shown.",,https://image.tmdb.org/t/p/w500/rHUg2AuIuLSIYMYFgavVwqt1jtc.jpg,"Birdman or (The Unexpected Virtue of Ignorance) Illustrated upon the progress of his latest Broadway play, a former popular actor's struggle to cope with his current life as a wasted actor is shown. Comedy,Drama,Romance"
